Term,Pronunciation,Context / Example Usage,Notes,Count,Tags
Assign-Preserves-LLBC+-Rel,,,,1,unclassified
Assign-Preserves-PL-HLPL-Rel,,,,1,unclassified
Astree,,,,1,unclassified
AUTHOR(S,,,,1,unclassified
backends,,,,1,unclassified
Balabonski,,,,1,unclassified
Bhargavan,,,,1,unclassified
bi-abduction,,,,1,unclassified
bitcode,,,,1,unclassified
bi{(bi,,,,1,unclassified
borrow/loan,,,,1,unclassified
borrows-and-loans,,,,1,unclassified
Brun,,,,1,unclassified
carefully-crafted,,,,1,unclassified
Chanhee,,,,1,unclassified
CHC-Based,,,,1,unclassified
choose(true,,,,1,unclassified
Chung-Kil,,,,1,unclassified
coinductively,,,,1,unclassified
Collapse-Le,,,,1,unclassified
Collapse-Merge-Abs-Le,,,,1,unclassified
compilation-style,,,,1,unclassified
Concrete-Bot,,,,1,unclassified
Concrete-Lit,,,,1,unclassified
Concrete-Loc,,,,1,unclassified
Concrete-Pair,,,,1,unclassified
Concrete-Ptr-Box,,,,1,unclassified
Concrete-Ptr-Location,,,,1,unclassified
Concrete-Sum-Left,,,,1,unclassified
Concrete-Sum-Right,,,,1,unclassified
concrete/abstract,,,,1,unclassified
concretizes,,,,1,unclassified
Copy-Pair,,,,1,unclassified
Copy-Ptr,,,,1,unclassified
Copy-Scalar,,,,1,unclassified
Copy-SharedBorrow,,,,1,unclassified
Copy-Sum,,,,1,unclassified
Ctlin,,,,1,unclassified
cybersecurity,,,,1,unclassified
Delignat-Lavaud,,,,1,unclassified
demultiplying,,,,1,unclassified
Diderot-Paris,,,,1,unclassified
distingushed,,,,1,unclassified
does't,,,,1,unclassified
Dubreil,,,,1,unclassified
Dulma,,,,1,unclassified
E-Box-New,,,,1,unclassified
E-Break,,,,1,unclassified
E-Continue,,,,1,unclassified
E-IfThenElse-F,,,,1,unclassified
E-IfThenElse-T,,,,1,unclassified
E-Loop-Break-Inner,,,,1,unclassified
E-Loop-Break-Outer,,,,1,unclassified
E-Loop-Continue-Inner,,,,1,unclassified
E-Loop-Continue-Outer,,,,1,unclassified
E-Loop-Panic,,,,1,unclassified
E-Loop-Return,,,,1,unclassified
E-Match,,,,1,unclassified
E-Match-Symbolic,,,,1,unclassified
E-Pair,,,,1,unclassified
E-PopStack,,,,1,unclassified
E-PushStack,,,,1,unclassified
E-ReservedBorrow,,,,1,unclassified
"E-ReservedBorrow,E-MutBorrow",,,,1,unclassified
E-Return,,,,1,unclassified
E-Seq-Propagate,,,,1,unclassified
E-Step-Loop-Continue-Inner,,,,1,unclassified
E-Step-Return,,,,1,unclassified
E-Step-Seq,,,,1,unclassified
E-Sum-Left,,,,1,unclassified
E-Sum-Right,,,,1,unclassified
ETAPS,,,,1,unclassified
Eval-LLBC-Preserve-Rel,,,,1,unclassified
Eval-LLbc-Preserves-Rel,,,,1,unclassified
Eval-Preserves-HLPL-HLPL+-Rel,,,,1,unclassified
Eval-Preserves-HLPL-LLBC-Rel,,,,1,unclassified
Eval-Preserves-LLBC+-Rel,,,,1,unclassified
Eval-Subst-LLBC,,,,1,unclassified
evalute,,,,1,unclassified
excatly,,,,1,unclassified
Facebook)'s,,,,1,unclassified
Feret,,,,1,unclassified
fine-tuned,,,,1,unclassified
fixed-point,,,,1,unclassified
folding/unfolding,,,,1,unclassified
Fournet,,,,1,unclassified
Franziskus,,,,1,unclassified
Fromherz,,,,1,unclassified
full-throttle,,,,1,unclassified
function-level,,,,1,unclassified
global-invariant,,,,1,unclassified
Hawblitzel,,,,1,unclassified
heap-and-address,,,,1,unclassified
heapmanipulating,,,,1,unclassified
HLPL-E-Pointer,,,,1,unclassified
HLPL-PL-Read,,,,1,unclassified
HLPL-Read-Address,,,,1,unclassified
HLPL-Read-Offset-0,,,,1,unclassified
HLPL-Read-Offset-Loc,,,,1,unclassified
HLPL-Read-Offset-Pair-Left,,,,1,unclassified
HLPL-Read-Offset-Pair-Right,,,,1,unclassified
HLPL-Read-Offset-Sum-Left,,,,1,unclassified
HLPL-Read-Offset-Sum-Right,,,,1,unclassified
HLPL-Rvalue-NoLoc,,,,1,unclassified
Hoang-Hai,,,,1,unclassified
Hooimeijer,,,,1,unclassified
Hricu,,,,1,unclassified
Hur,,,,1,unclassified
icase,,,,1,unclassified
ICFEM,,,,1,unclassified
identity-like,,,,1,unclassified
if-then-elses,,,,1,unclassified
image(blockof,,,,1,unclassified
immut,,,,1,unclassified
InitExtern-Mut,,,,1,unclassified
InitExtern-Pair,,,,1,unclassified
InitExtern-Shared,,,,1,unclassified
InitExtern-Symbolic,,,,1,unclassified
InstSig,,,,1,unclassified
int32,,,,1,unclassified
Isitha,,,,1,unclassified
Jeehoon,,,,1,unclassified
Jobstmann,,,,1,unclassified
Join-Bottom,,,,1,unclassified
Join-Box,,,,1,unclassified
Join-Collapse-Le,,,,1,unclassified
Join-Empty,,,,1,unclassified
Join-Same-Abs,,,,1,unclassified
Join-States-Le,,,,1,unclassified
Juneyoung,,,,1,unclassified
Karthikeyan,,,,1,unclassified
Kiam,,,,1,unclassified
Kohlweiss,,,,1,unclassified
Le-Abs,,,,1,unclassified
Le-Abs-EndSharedLoan,,,,1,unclassified
Le-DeconstructSharedLoans,,,,1,unclassified
Le-Mut-Borrow-To-Ptr,,,,1,unclassified
Le-Reborrow-SharedBorrow-Abs,,,,1,unclassified
Le-Shared-To-Ptr,,,,1,unclassified
Le-SharedReserved-To-Ptr,,,,1,unclassified
left-to-right,,,,1,unclassified
left-toright,,,,1,unclassified
Leino,,,,1,unclassified
Lemerre,,,,1,unclassified
lifetime-annotated,,,,1,unclassified
lifetime-based,,,,1,unclassified
LLBC-only,,,,1,unclassified
LNCS,,,,1,unclassified
location-centric,,,,1,unclassified
lookupthen-update,,,,1,unclassified
machine-checked,,,,1,unclassified
Majnemer,,,,1,unclassified
Markulf,,,,1,unclassified
Mauborgne,,,,1,unclassified
max(sizeof,,,,1,unclassified
Microsoft,,,,1,unclassified
microtests,,,,1,unclassified
minimalistic,,,,1,unclassified
Monniaux,,,,1,unclassified
much-simplified,,,,1,unclassified
multi-monadic,,,,1,unclassified
mutables,,,,1,unclassified
Myreen,,,,1,unclassified
Nikhil,,,,1,unclassified
non-deterministic,,,,1,unclassified
non-directed,,,,1,unclassified
non-local,,,,1,unclassified
non-terminating,,,,1,unclassified
nonanonymous,,,,1,unclassified
Nuno,,,,1,unclassified
orginal,,,,1,unclassified
Ouadjaout,,,,1,unclassified
ownership-related,,,,1,unclassified
Papakonstantinou,,,,1,unclassified
Parno,,,,1,unclassified
pen-and-paper,,,,1,unclassified
pen-andpaper,,,,1,unclassified
Permission-Based,,,,1,unclassified
permissionbased,,,,1,unclassified
Pierre-Yves,,,,1,unclassified
PL-E-Assign,,,,1,unclassified
PL-E-Break,,,,1,unclassified
PL-E-Constructor-Pair,,,,1,unclassified
PL-E-Continue,,,,1,unclassified
PL-E-Copy,,,,1,unclassified
PL-E-Free,,,,1,unclassified
PL-E-IfThenElse-F,,,,1,unclassified
PL-E-IfThenElse-T,,,,1,unclassified
PL-E-Loop-Break-Inner,,,,1,unclassified
PL-E-Loop-Break-Outer,,,,1,unclassified
PL-E-Loop-Continue-Inner,,,,1,unclassified
PL-E-Loop-Continue-Outer,,,,1,unclassified
PL-E-Loop-Panic,,,,1,unclassified
PL-E-Loop-Return,,,,1,unclassified
PL-E-Match-Left,,,,1,unclassified
PL-E-Match-Right,,,,1,unclassified
PL-E-New,,,,1,unclassified
PL-E-Panic,,,,1,unclassified
PL-E-Pointer,,,,1,unclassified
PL-E-PopStack,,,,1,unclassified
PL-E-PushStack,,,,1,unclassified
PL-E-Return,,,,1,unclassified
PL-Read,,,,1,unclassified
PL-ReadAddr-Var,,,,1,unclassified
PL-ReadAddress-Deref,,,,1,unclassified
PL-ReadAddress-ProjPairLeft,,,,1,unclassified
PL-ReadAddress-ProjPairRight,,,,1,unclassified
PL-Write,,,,1,unclassified
pointer-based,,,,1,unclassified
Poli,,,,1,unclassified
ProjInput-Ignore,,,,1,unclassified
ProjInput-Mut,,,,1,unclassified
ProjInput-Pair,,,,1,unclassified
ProjInput-Shared,,,,1,unclassified
ProjInput-Sum,,,,1,unclassified
ProjOutput-Mut,,,,1,unclassified
ProjOutput-Pair,,,,1,unclassified
ProjOutput-Shared,,,,1,unclassified
ProjOutput-Symbolic,,,,1,unclassified
ProVerif,,,,1,unclassified
Purbrick,,,,1,unclassified
R)arg,,,,1,unclassified
R)local,,,,1,unclassified
R-Deref-Box,,,,1,unclassified
