Term,Pronunciation,Context / Example Usage,Notes,Count,Tags
Ramananandro,,,,1,unclassified
refrefl,,,,1,unclassified
right-hand-side,,,,1,unclassified
set/an,,,,1,unclassified
Shih-Wei,,,,1,unclassified
Shu-Chun,,,,1,unclassified
simulation-invariant,,,,1,unclassified
Simuliris,,,,1,unclassified
single-length,,,,1,unclassified
Some(0,,,,1,unclassified
Soonwon,,,,1,unclassified
Sort0,,,,1,unclassified
Sort1,,,,1,unclassified
specification--and,,,,1,unclassified
state--memory--which,,,,1,unclassified
stateless--could,,,,1,unclassified
stateless--modality,,,,1,unclassified
stateless--modules,,,,1,unclassified
statelessly,,,,1,unclassified
step-indexing,,,,1,unclassified
succ(x,,,,1,unclassified
Svendsen,,,,1,unclassified
Swasey,,,,1,unclassified
sz,,,,1,unclassified
them--using,,,,1,unclassified
traces--the,,,,1,unclassified
Triples/Hoare,,,,1,unclassified
true-i,,,,1,unclassified
True/False,,,,1,unclassified
truei/false-e,,,,1,unclassified
types/Hoare,,,,1,unclassified
UB--because,,,,1,unclassified
UB--recall,,,,1,unclassified
univ-e,,,,1,unclassified
univ-e/rules,,,,1,unclassified
unwrapUB(alist_find,,,,1,unclassified
unwrapUB(mem[fst,,,,1,unclassified
unwrapUB(v,,,,1,unclassified
unwrapUB(w,,,,1,unclassified
upward-closed,,,,1,unclassified
USENIX,,,,1,unclassified
Vafeiadis,,,,1,unclassified
VCOMP,,,,1,unclassified
Vijayaraghavan,,,,1,unclassified
Viktor,,,,1,unclassified
vs[snd,,,,1,unclassified
Weng,,,,1,unclassified
whole-program,,,,1,unclassified
wholeprogram,,,,1,unclassified
Xia,,,,1,unclassified
Xinyu,,,,1,unclassified
Xupeng,,,,1,unclassified
Yonghyun,,,,1,unclassified
Yuting,,,,1,unclassified
Zhuang,,,,1,unclassified
